;epoch;Training Loss;Valid. Loss;Training Acc;Valid. Acc
0;100;0.0005636288015296272;0.0;0.0007876738645969415;0.005917159763313609
1;100;0.0005636288015296272;0.0;0.0007876738645969415;0.005917159763313609
